english,amazigh,tifinagh,script
Cool down,Heddnemt imannwent,,Latin
Cool down,Heddnet imannwent,,Latin
Do it now,Egit imira,,Latin
Dogs bark,Iḍan sseglafen,,Latin
Excuse me,Ssurefiyi,,Latin
Excuse me,Anɛam,,Latin
Fantastic,,ⵉⵛⵡⴰ ⴱⴰⵀⵔⴰ,tifinagh
Feel this,Ḥulfu i waya,,Latin
Film this,Ssurret aya,,Latin
Find them,Afitenid,,Latin
Find them,Afitentid,,Latin
Follow me,Ḍferiyid,,Latin
Follow me,Ḍferiyi,,Latin
Follow us,Ḍferaɣ,,Latin
Forget it,Ttu tamsalt,,Latin
Forget it,Ajj ayenna,,Latin
Forget it,,ⵜⵜⵓ ⵜ,tifinagh
Forget me,Ttuiyi,,Latin
Forget me,Ttutiyi,,Latin
Forget me,Ttumtiyi,,Latin
Forget me,Shuiyi,,Latin
Forget me,Shutiyi,,Latin
Forget me,Shumtiyi,,Latin
Get ready,Ssewjed imannnek,,Latin
Get ready,Ssewjed imannnem,,Latin
Get ready,Swejdet imannwent,,Latin
Get ready,Swejdemt imannwent,,Latin
Goodnight,,ⵜⵉⵎⴻⵏⵙⵉⵡⵉⵏ,tifinagh
Grab that,Ḍḍefd wa,,Latin
Grab that,Ḍḍfetd wa,,Latin
Grab that,Ḍḍfemtd wa,,Latin
Grab this,Ḍḍef wa,,Latin
Grab this,Ḍḍef aya,,Latin
Have some,Ečč segs cwiṭ,,Latin
He is ill,Yuḍen,,Latin
He is ill,Netta yuḍen,,Latin
He is old,Netta meɣɣer,,Latin
He shaved,Iseḍḍel tamartnnes,,Latin
He shaved,Iseḍḍel tamart,,Latin
He smiled,Yezmumeg,,Latin
He smiled,Yezmumegd,,Latin
Hes busy,Atan yewweẓla,,Latin
Hes fast,D arurad,,Latin
Hes fast,Yettɣawal,,Latin
Hes fine,Atan bxir,,Latin
Hes fine,Bxir i yella,,Latin
Hes good,Yelha,,Latin
Hes rich,Netta d anesbaɣur,,Latin
Hold fire,Ur qerres ara,,Latin
Hold fire,Ur qerrset ara,,Latin
Hold fire,Ur qerrsemt ara,,Latin
Hold this,Ḍḍef wa,,Latin
How awful,I d anakkaḍ,,Latin
Hows Tom,Amek yella Tom,,Latin
I adapted,Myezgeɣd,,Latin
I am good,Lhiɣ,,Latin
I am sick,Aqliyi uḍneɣ,,Latin
I am tall,Nekk d aɣezfan,,Latin
I ate out,Ččiɣ beṛṛa,,Latin
I ate out,Ččiɣ deg beṛṛa,,Latin
I beg you,Ttxilk,,Latin
I beg you,Ttxilm,,Latin
I beg you,Ttxilwen,,Latin
I beg you,Ttxilwent,,Latin
I can fly,Zemreɣ ad afgeɣ,,Latin
I can run,Zemreɣ ad azzleɣ,,Latin
I can run,Nekk zemreɣ ad azzleɣ,,Latin
I can ski,Ssneɣ ad ccgeɣ ɣef wedfel,,Latin
I can win,Zemreɣ ad rebḥeɣ,,Latin
I changed,Beddleɣ,,Latin
I changed,Nefleɣ,,Latin
I exhaled,Greɣd nnehta,,Latin
I fainted,Xesfeɣ,,Latin
I fainted,Nneṣraɛeɣ,,Latin
I fainted,Nekk xesfeɣ,,Latin
I fainted,Nekk nneṣraɛeɣ,,Latin
I fear so,D aya ay uggadeɣ,,Latin
I gave up,Wteɣ nneḥ,,Latin
I gave up,Fecleɣ,,Latin
I get you,Gziɣk,,Latin
I get you,Gziɣkem,,Latin
I get you,Gziɣken,,Latin
I get you,Gziɣkent,,Latin
I give up,Wteɣ nneḥ,,Latin
I give up,Ad ḥebseɣ,,Latin
I got mad,Rfiɣ,,Latin
I had fun,Zhiɣ,,Latin
I hate TV,Keṛheɣ tiliẓri,,Latin
I hate TV,Ukḍeɣ tiliẓri,,Latin
I hit Tom,Wteɣ Tom,,Latin
I laughed,Ḍsiɣd,,Latin
I lost it,Sṛuḥeɣt,,Latin
I lost it,Sṛuḥeɣtt,,Latin
I made it,Selkeɣ,,Latin
I made it,Sellkeɣ iɣefinu,,Latin
I mean it,Aqliyi s n ṣṣeḥiw,,Latin
I mean it,Nniɣtid s tidetinu,,Latin
I met Tom,Mlaleɣd Tom,,Latin
I met him,Mlaleɣtid,,Latin
I miss it,Jjmeɣtt,,Latin
I miss it,Nekk jjmeɣt,,Latin
I said no,Nniɣd uhu,,Latin
I said no,Ugiɣ,,Latin
I saw him,Ẓriɣt,,Latin
I see Tom,Ẓẓareɣ Tom,,Latin
I see Tom,Ttwaliɣ Tom,,Latin
I see now,Tura fehmeɣ,,Latin
I see you,Walaɣk,,Latin
I see you,Walaɣkem,,Latin
I sneezed,Usrageɣ,,Latin
I stopped,Ḥebseɣ,,Latin
I stopped,Beddeɣ,,Latin
I studied,Lliɣ zerrweɣ,,Latin
I studied,Zerweɣ,,Latin
I want it,Bɣiɣt,,Latin
I want it,Bɣiɣtt,,Latin
I was fat,Lliɣ zureɣ,,Latin
I was fat,Lliɣ qewwaɣ,,Latin
I was fat,Lliɣ d azuran,,Latin
I was fat,Lliɣ d tazurant,,Latin
I was hot,Yella yenɣaiyi uẓɣal,,Latin
I was mad,Lliɣ rfiɣ,,Latin
I was mad,Lliɣ selbeɣ,,Latin
I was mad,Lliɣ d ameslub,,Latin
I was mad,Lliɣ d tameslubt,,Latin
I woke up,Ukiɣd,,Latin
I wrestle,Ttgeɣ tiɣilt,,Latin
Ill cook,D nekk ad yessewwen,,Latin
Ill work,Ad xedmeɣ,,Latin
Ill work,Ad mahleɣ,,Latin
Ill work,Nekk ad xedmeɣ,,Latin
Ill work,Nekk ad mahleɣ,,Latin
Im blind,Nekk d aderɣal,,Latin
Im bored,Tqellqeɣ,,Latin
Im bored,Iḍaq lxaḍerinu,,Latin
Im bored,Malleɣ,,Latin
Im broke,Fukeniyi yidrimen,,Latin
Im crazy,Bbehbaɣ,,Latin
Im drunk,Sekṛeɣ,,Latin
Im going,Ad dduɣ,,Latin
Im happy,Feṛḥeɣ,,Latin
Im happy,Umreɣ,,Latin
Im ready,Lliɣ wejdeɣ,,Latin
Im right,Ɣeẓneɣ,,Latin
Im sorry,Ssurefiyi,,Latin
Im tired,Ɛyiɣ,,Latin
Im tired,Nekk ɛyiɣ,,Latin
Im tough,Weɛṛeɣ,,Latin
Im young,Nekk meẓẓiyeɣ,,Latin
Is he Tom,D netta ay d Tom,,Latin
Is it Tom,D Tom aya,,Latin
Is it bad,Dirit waya,,Latin
Is it hot,Qerreḥ,,Latin
Is it hot,D aẓɣal,,Latin
Is it you,Isd cekk aya,,Latin
It rained,Iwet unẓar,,Latin
It stinks,Yettfuḥu,,Latin
It stinks,Tettfuḥu,,Latin
Its 230,Attan d tis snat d uzgen,,Latin
Its 230,Attan d tis snat d kramraw,,Latin
Its 230,Attan d tis 230,,Latin
Its 330,Attan d tis kraḍt ed wezgen,,Latin
Its late,Iṛuḥ lḥal,,Latin
Its okay,Yeqwem,,Latin
Its ours,Win nneɣ,,Latin
Its ours,Win nteɣ,,Latin
Its ours,Nneɣ,,Latin
Its ours,Nteɣ,,Latin
Its time,D akud,,Latin
Its work,Aya d amahil,,Latin
Keep calm,Hedden imannnek,,Latin
Keep calm,Hedden imannnem,,Latin
Keep calm,Heddnet imannwen,,Latin
Keep calm,Heddnemt imannwent,,Latin
Keep cool,Ur tqelliq ara,,Latin
Keep cool,Henni imanik,,Latin
Keep that,Jmeεitt,,Latin
Keep them,Jmeεiten,,Latin
Keep them,Jmeεitent,,Latin
Keep them,Jemεetten,,Latin
Keep them,Jemεettent,,Latin
Keep them,Jemεemtten,,Latin
Keep them,Jemεemttent,,Latin
Keep this,Jmeε aya,,Latin
Kill them,Neɣiten,,Latin
Kill them,Neɣitent,,Latin
Kill them,Nɣetten,,Latin
Kill them,Nɣettent,,Latin
Kill them,Nɣemten,,Latin
Kill them,Nɣemtent,,Latin
Kill them,Nɣemtten,,Latin
Kill them,Nɣemttent,,Latin
Leave Tom,Eǧǧ Tom,,Latin
Leave Tom,Ǧǧet Tom,,Latin
Leave Tom,Ǧǧem Tom,,Latin
Leave Tom,Ǧǧemt Tom,,Latin
Leave now,Ṛuḥ tura,,Latin
Let it be,Yerbeḥ,,Latin
Let it be,Anefas ad yili akka,,Latin
Let it be,Anfetas ad yili akka,,Latin
Let it be,Anfemas ad yili akka,,Latin
Let it be,Anfemtas ad yili akka,,Latin
Let me be,Eǧǧiyi ad iliɣ,,Latin
Let me be,Ǧǧetiyi ad iliɣ,,Latin
Let me be,Ǧǧemiyi ad iliɣ,,Latin
Let me be,Ǧǧemtiyi ad iliɣ,,Latin
Let me in,Ejjiyi ad kecmeɣ,,Latin
Let me in,Ejjiyi ad nkecmeɣ,,Latin
Let us go,Eǧǧaneɣ ad nṛuḥ,,Latin
Let us in,Eǧǧaneɣ ad nnekcem,,Latin
Lets ask,Iyya ad netter,,Latin
Lets ask,Iyyat ad netter,,Latin
Lets ask,Iyyamt ad netter,,Latin
Lets eat,Iyya ad nečč,,Latin
Lie still,Ẓẓel ur ttewliwil ara,,Latin
Lie still,Ẓẓlet ur ttewliwilet ara,,Latin
Lie still,Ẓẓlemt ur ttewliwilemt ara,,Latin
Look back,Mmuqqel ɣer deffir,,Latin
Look back,Mmuqqel deffirk,,Latin
Loosen up,Aha eḍsd cwiṭ,,Latin
Loosen up,Aha ḍsetd cwiṭ,,Latin
Loosen up,Aha ḍsemtd cwiṭ,,Latin
May I eat,Ulac aɣilif ma ččiɣ,,Latin
Move over,Ḍerref imannnek,,Latin
Move over,Ḍerref imannnem,,Latin
Move over,Ḍerrfet imannwen,,Latin
Move over,Ḍerrfemt imannwent,,Latin
Now I see,Tura fehmeɣ,,Latin
Of course,Iban,,Latin
Open fire,Qres,,Latin
Pardon me,Anɛam,,Latin
Read this,Ɣer aya,,Latin
Say hello,Inid azul,,Latin
Say hello,Initd azul,,Latin
Say hello,Inimtd azul,,Latin
Search me,Fetteciyi,,Latin
See above,Mmuqqel d asawen,,Latin
See below,Mmuqqel d akessar,,Latin
She cried,Tru,,Latin
She tried,Teɛreḍ,,Latin
She tried,Turem,,Latin
She walks,Tetteddu,,Latin
Sign here,Stenyi da,,Latin
Sign here,Stenyit da,,Latin
Sign here,Stenyimt da,,Latin
Sign here,Zmel da,,Latin
Sign this,Zmel wa,,Latin
Sign this,Zemlet wa,,Latin
Sign this,Zemlemt wa,,Latin
Sit still,Qqim ur ttewliwil ara,,Latin
Sit still,Qqimet ur ttewliwilet ara,,Latin
Sit still,Qqimemt ur ttewliwilemt ara,,Latin
Sit there,Qqim din,,Latin
Sit there,Qqimet din,,Latin
Sit there,Qqimemt din,,Latin
Sit tight,Ṛju,,Latin
Stay away,Qqim mebɛid,,Latin
Stay away,Qqimet mebɛid,,Latin
Stay away,Qqimem mebɛid,,Latin
Stay away,Qqimemt mebɛid,,Latin
Stay back,Ur dttqerrib ara,,Latin
Stay back,Ur dttades ara,,Latin
Stay back,Ur dttqerribet ara,,Latin
Stay back,Ur dttadset ara,,Latin
Stay back,Ur dttqerribem ara,,Latin
Stay back,Ur dttadsem ara,,Latin
Stay back,Ur dttqerribemt ara,,Latin
Stay back,Ur dttadsemt ara,,Latin
Stay cool,Hedden imannnek,,Latin
Stay cool,Hedden imannnem,,Latin
Stay cool,Heddnet imannwen,,Latin
Stay cool,Heddnemt imannwent,,Latin
Stay cool,Heddnem imannwen,,Latin
Stay here,Qqim da,,Latin
Stay here,Qqimet da,,Latin
Stay here,Qqimemt da,,Latin
Stay home,Qqim deg wexxam,,Latin
Step back,Uɣal ɣer deffir,,Latin
Stop here,Ḥbes da,,Latin
Stop here,Bded da,,Latin
Stop that,Ḥbes aya,,Latin
Stop them,Ḥbesitent,,Latin
Take care,Ɣurk,,Latin
Take care,Ɣurm,,Latin
Take care,Ɣurwat,,Latin
Take care,Ɣurwamt,,Latin
Take care,Thella deg yimannnek,,Latin
Take care,Thella deg yimannnem,,Latin
Take care,Thellat deg yimannwen,,Latin
Take care,Thellamt deg yimannwent,,Latin
Take care,,ⵜⵀⴻⵍⵍⴰ,tifinagh
Take mine,Awi wininu,,Latin
Take mine,Awit wininu,,Latin
Take mine,Awim wininu,,Latin
Take mine,Awimt wininu,,Latin
Take over,Kemmel,,Latin
Take over,Kemmlet,,Latin
Take over,Kemmlem,,Latin
Take over,Kemmlemt,,Latin
Take this,Awi wa,,Latin
Take this,Awit wa,,Latin
Take this,Awim wa,,Latin
Take this,Awimt wa,,Latin
Take this,Awi ta,,Latin
Take this,Awit ta,,Latin
Take this,Awim ta,,Latin
Take this,Awimt ta,,Latin
Thank you,Tanemmirt,,Latin
Thats me,D nekk,,Latin
Then what,Sakkin d acu,,Latin
They fell,Ɣlin,,Latin
They fell,Ɣlint,,Latin
They left,Ddan,,Latin
They left,Ddant,,Latin
They left,Nitni ddan,,Latin
They left,Nitenti ddant,,Latin
They lied,Skerksen,,Latin
They lied,Skerksent,,Latin
They lost,Xeṣren,,Latin
They lost,Xeṣrent,,Latin
They lost,Nitni xeṣren,,Latin
They swam,Ɛumen,,Latin
They swam,Ɛument,,Latin
Tom bowed,Tom yunez,,Latin
Tom cared,Tom yella yeclegd,,Latin
Tom cares,Tom yeclegd,,Latin
Tom cooks,Yettnawal Tom,,Latin
Tom cried,Tom iru,,Latin
Tom dozed,Tom yella yettaḍḍas,,Latin
Tom dozed,Tom yella yettaṭṭas,,Latin
Tom dozed,Tom tella la ttettawi tiṭnnes,,Latin
Tom dozed,Tom tella la ttettawi tiṭis,,Latin
Tom drank,Yeskeṛ Tom,,Latin
Tom drank,Yeswa Tom,,Latin
Tom drove,Tom yella inehheṛ,,Latin
Tom drove,Tom yenheṛ,,Latin
Tom froze,Tom yegres,,Latin
Tom is OK,Tom ur tyuɣ wara,,Latin
Tom is OK,Tom atan bxir,,Latin
Tom is in,Tom atan yettekka,,Latin
Tom is up,Tom atan yebded,,Latin
Tom knits,Tom iẓeṭṭ,,Latin
Tom knows,Tom yeẓra,,Latin
Tom knows,Yeẓra Tom,,Latin
Tom moved,Tom igujj,,Latin
Tom moved,Iguǧǧ Tom,,Latin
Tom moved,Tom iguǧǧ,,Latin
Tom moved,Yewlawel Tom,,Latin
Tom moved,Tom yewlawel,,Latin
Tom reads,Tom yeqqar,,Latin
Tom slept,Tom yeḍḍes,,Latin
Tom slept,Yeḍḍes Tom,,Latin
Tom slept,Tom yeṭṭes,,Latin
Tom slept,Yeṭṭes Tom,,Latin
Tom spoke,Tom yessaweld,,Latin
Tom spoke,Yessaweld Tom,,Latin
Tom stood,Tom yebded,,Latin
Tom stood,Tom yenker,,Latin
Tom swims,Tom yettɛumu,,Latin
Tom swore,Tom yeggul,,Latin
Tom swore,Yeggul Tom,,Latin
Tom tried,Tom yeɛreḍ,,Latin
Tom tried,Tom yurem,,Latin
Tom tried,Yeɛreḍ Tom,,Latin
Tom tried,Yurem Tom,,Latin
Tom tries,Tom iɛerreḍ,,Latin
Tom tries,Tom yettarem,,Latin
Tom voted,Tom yedɣer,,Latin
Tom voted,Yedɣer Tom,,Latin
Tom walks,Tom yetteddu,,Latin
Tom walks,Tom ileḥḥu,,Latin
Tom waved,Yessewɛedd Tom,,Latin
Tom waved,Tom yessewɛedd,,Latin
Tom works,Tom ixeddem,,Latin
Tom works,Tom yettmahal,,Latin
Tomll go,Tom ad yeddu,,Latin
Toms fat,Tom d azuran,,Latin
Toms fat,Tom zur,,Latin
Toms mad,Tom yesleb,,Latin
Toms mad,Tom d ameslub,,Latin
Toms mad,Tom atan yerfa,,Latin
Toms sad,Tom atan yeḥzen,,Latin
Toms sad,Tom yeḥzen,,Latin
Trust Tom,Eg laman deg Tom,,Latin
Trust Tom,Get laman deg Tom,,Latin
Trust Tom,Gemt laman deg Tom,,Latin
Trust Tom,Gem laman deg Tom,,Latin
Try again,Ɛreḍ tikkelt niḍen,,Latin
Try again,Arem tikkelt niḍen,,Latin
Try again,Rnu ɛreḍ,,Latin
Try again,Rnu arem,,Latin
Try again,,ⴰⵔⴻⵎ ⴷⴰⵖ,tifinagh
Turn left,Zzi ɣef uzelmaḍ,,Latin
Wait here,Ṛju da,,Latin
Wait here,Ggani da,,Latin
Watch Tom,Ɛass Tom,,Latin
Watch Tom,Snuḍef Tom,,Latin
Watch Tom,Ɛasset Tom,,Latin
Watch Tom,Snuḍfet Tom,,Latin
Watch Tom,Ɛassem Tom,,Latin
Watch Tom,Ɛassemt Tom,,Latin
Watch Tom,Snuḍfem Tom,,Latin
We agreed,Neqbel,,Latin
We agreed,Ndegg,,Latin
We can go,Nezmer ad neddu,,Latin
We danced,Necḍeḥ,,Latin
We did it,Ngatt,,Latin
We did it,D nekkni i igan aya,,Latin
We forgot,Nettu,,Latin
We forgot,Nekkni nettu,,Latin
We limped,Nella nesrejdil,,Latin
We talked,Nessiwel,,Latin
We waited,Nessuǧǧem,,Latin
We waited,Negguni,,Latin
We walked,Nedda,,Latin
Well try,Ad nsayya,,Latin
Well try,Ad nemmiẓed,,Latin
Well try,Ad njerreb,,Latin
Well win,Ad nerbeḥ,,Latin
Well win,Ad nerna,,Latin
Well win,Ad nawi tacurt,,Latin
Well win,Nekkni ad nerbeḥ,,Latin
Were hot,Yenɣaaɣ uẓɣal,,Latin
Were hot,Yenɣaaneɣ uẓɣal,,Latin
Were shy,Nekkni nettsetḥi,,Latin
Whats up,Yella kra n umaynu,,Latin
Who cares,Wicqa,,Latin
Who cares,Anwa ay dicelgen seg waya,,Latin
Who is he,Anwat,,Latin
Who knows,Anwa ay yeẓran,,Latin
Whos Tom,Anwa ay d Tom,,Latin
Whos ill,Anwa i yuḍnen,,Latin
Wonderful,Igerrez,,Latin
Wonderful,,ⵉⴼⵓⵍⴽⵉ ⴱⴰⵀⵔⴰ,tifinagh
Work more,Mahel ugar,,Latin
Work more,Mahlet ugar,,Latin
Work more,Mahlem ugar,,Latin
Work more,Mahlemt ugar,,Latin
You drive,D kečč ara inehṛen,,Latin
You drive,D kemm ara inehṛen,,Latin
You idiot,A amenzug,,Latin
You idiot,A tamenzugt,,Latin
You smell,Tettraḥed,,Latin
You smell,Tettraḥeḍ,,Latin
You smell,Tettraḥem,,Latin
You smell,Tettraḥemt,,Latin
You smell,Tettfuḥud,,Latin
You smell,Tettfuḥuḍ,,Latin
You smell,Tettfuḥum,,Latin
You smell,Tettfuḥumt,,Latin
You start,Bdu,,Latin
You start,Bdut,,Latin
You start,Bdumt,,Latin
You start,D kečč ara yebdun,,Latin
You start,D kemm ara yebdun,,Latin
You start,D kenwi ara yebdun,,Latin
You start,D kennemti ara yebdun,,Latin
You stink,La tettfuḥud,,Latin
You tried,Tɛerḍed,,Latin
You tried,Tɛerḍeḍ,,Latin
You tried,Tɛerḍem,,Latin
You tried,Tɛerḍemt,,Latin
You tried,Turmed,,Latin
You tried,Turmem,,Latin
You tried,Turmemt,,Latin
You tried,Kečč tɛerḍed,,Latin
You tried,Kemm tɛerḍed,,Latin
You tried,Kenwi tɛerḍem,,Latin
You tried,Kennemti tɛerḍemt,,Latin
You tried,Kečč turmed,,Latin
You tried,Kečč turmeḍ,,Latin
You tried,Kemm turmed,,Latin
You tried,Kečč tɛerḍeḍ,,Latin
You tried,Kemm tɛerḍeḍ,,Latin
You tried,Kemm turmeḍ,,Latin
You tried,Kenwi turmem,,Latin
You tried,Kennemti turmemt,,Latin
Youre it,Čila,,Latin
Act casual,Ddu akken kan tennummed,,Latin
Act casual,Ddu akken kan tennummeḍ,,Latin
Act casual,Ddum akken kan tennummem,,Latin
Act casual,Ddut akken kan tennummem,,Latin
Act casual,Ddumt akken kan tennummemt,,Latin
All aboard,Alitd akk,,Latin
All aboard,Alimtd akk,,Latin
All aboard,Rekbetd akk,,Latin
All aboard,Rekbemtd akk,,Latin
Am I clear,Yettwafham wayen dnniɣ,,Latin
Am I right,Sɛiɣ lḥeqq,,Latin
Am I wrong,Ḍelmeɣ,,Latin
Am I wrong,Ccḍeɣ,,Latin
Am I wrong,Yella kra aydeg ḍelmeɣ,,Latin
Am I wrong,Yella kra aydeg ccḍeɣ,,Latin
Answer Tom,Erras i Tom,,Latin
Answer Tom,Rretas i Tom,,Latin
Answer Tom,Rremas i Tom,,Latin
Answer Tom,Rremtas i Tom,,Latin
Are you in,Tettekkad,,Latin
Are you in,Tettekkam,,Latin
Are you in,Tettekkamt,,Latin
Are you in,Tudfed,,Latin
Are you in,Tudfeḍ,,Latin
Are you in,Tudfem,,Latin
Are you in,Tudfemt,,Latin
Are you in,Ad tettekkid,,Latin
Are you in,Ad tettekkiḍ,,Latin
Are you in,Ad tettekkim,,Latin
Are you in,Ad tettekkimt,,Latin
Are you in,Ad tderwed,,Latin
Are you in,Ad tderweḍ,,Latin
Are you in,Ad tderwem,,Latin
Are you in,Ad tderwemt,,Latin
Are you in,Tettekkaḍ,,Latin
Are you in,Tderwed,,Latin
Are you in,Tderweḍ,,Latin
Are you in,Tderwem,,Latin
Are you in,Tderwemt,,Latin
Ask anyone,Ssuter i win tufid,,Latin
Ask anyone,Tter win tufid,,Latin
Ask anyone,Win tufid tterit,,Latin
Ask around,Tter wid ay dyezzin fellak,,Latin
Ask around,Tter wid ay dyezzin fellam,,Latin
Avoid this,Ssinef i waya,,Latin
Avoid this,Ssinfet i waya,,Latin
Avoid this,Ssinfem i waya,,Latin
Avoid this,Ssinfemt i waya,,Latin
Be careful,Ɣurk,,Latin
Be careful,Ḥader,,Latin
Be careful,Ɣurm,,Latin
Be careful,Ɣurwat,,Latin
Be careful,Ɣurwamt,,Latin
Be careful,Ttḥadar,,Latin
Be careful,Ḥadret,,Latin
Be careful,Ḥadrem,,Latin
Be careful,Ḥadremt,,Latin
Be careful,Ttḥadret,,Latin
Be careful,Ttḥadrem,,Latin
Be careful,Ttḥadremt,,Latin
Be content,Steqneɛ,,Latin
Be content,Setqenɛet,,Latin
Be content,Setqenɛem,,Latin
Be content,Setqenɛemt,,Latin
Be on time,Asd deg wakud,,Latin
Be on time,Asetd deg wakud,,Latin
Be on time,Asemd deg wakud,,Latin
Be on time,Asemtd deg wakud,,Latin
Be patient,Ẓẓiḍer,,Latin
Be patient,Ẓidret,,Latin
Be patient,Ẓidrem,,Latin
Be patient,Ẓidremt,,Latin
Be patient,Ṣber,,Latin
Be patient,Ṣebret,,Latin
Be patient,Ṣebrem,,Latin
Be patient,Ṣebremt,,Latin
Be serious,Ili d amaglay,,Latin
Be serious,Ili d tamaglayt,,Latin
Be serious,Ilit d imeglayen,,Latin
Be serious,Ilim d imeglayen,,Latin
Be serious,Ilimt d timeglayin,,Latin
Birds sing,Igḍaḍ cennun,,Latin
Breathe in,Jbed nnefs,,Latin
Bring food,Aweyd učči,,Latin
Bring help,Aweyd tallalt,,Latin
Bring help,Aweyd wid ara yallen,,Latin
Bring wine,Aweyd ismed,,Latin
Can I come,Zemreɣ ad daseɣ,,Latin
Can I help,Zemreɣ ad kɛawneɣ,,Latin
Can I help,Zemreɣ ad kemɛawneɣ,,Latin
Can I help,Zemreɣ ad kenɛawneɣ,,Latin
Can I help,Zemreɣ ad kentɛawneɣ,,Latin
Can I help,Yella kra aydeg zemreɣ ad kɛawneɣ,,Latin
Can I help,Yella kra aydeg zemreɣ ad kemɛawneɣ,,Latin
Can I help,Yella kra aydeg zemreɣ ad kenɛawneɣ,,Latin
Can I help,Yella kra aydeg zemreɣ ad kentɛawneɣ,,Latin
Check that,Mmuqqel wa,,Latin
Choose one,Fren yiwen,,Latin
Choose one,Fren yiwet,,Latin
Choose one,Fernet yiwen,,Latin
Choose one,Fernemt yiwen,,Latin
Choose one,Fernet yiwet,,Latin
Choose one,Fernemt yiwet,,Latin
Come again,Uɣald,,Latin
Come again,Asd tikkelt niḍen,,Latin
Come again,Uɣaletd,,Latin
Come again,Uɣalemtd,,Latin
Come again,Uɣalemd,,Latin
Come again,Asetd tikkelt niḍen,,Latin
Come again,Asemd tikkelt niḍen,,Latin
Come again,Asemtd tikkelt niḍen,,Latin
Come along,Asd yidneɣ,,Latin
Come along,Asd yidi,,Latin
Come along,Ddud yidneɣ,,Latin
Come on in,Aha kcemd,,Latin
Come on in,Kcemd,,Latin
Come quick,Asd s tɣawla,,Latin
Come quick,Ɣiwel asd,,Latin
Come to me,Asd ɣeri,,Latin
Come to us,Iyyad ɣurneɣ,,Latin
Definitely,D ayen ibanen,,Latin
Definitely,nit  exp  nettan nit  awal ad nit,,Latin
Definitely,,ⵖⴻⵎⴽⴰⵏ ⵏⵉⵜ,tifinagh
Do I stink,La ttfuḥuɣ,,Latin
Do come in,Kcemd,,Latin
Do come in,Adefd,,Latin
Do men cry,Ttrun yergazen,,Latin
Do you ski,Ad teskiyid,,Latin
Do you ski,At teẓlulged,,Latin
Do you ski,Ad teǧǧed ski,,Latin
Dont move,Ur ttewliwil ara,,Latin
Dont move,Ur ttewliwilet ara,,Latin
Dont move,Ur ttewliwilemt ara,,Latin
Dont wait,Ur ttṛaju,,Latin
Duty calls,Yeɣraaɣd waɣan,,Latin
Duty calls,Yeɣraaɣd lwajeb,,Latin
Eat slowly,Ečč s lɣerḍik,,Latin
Eat slowly,Ečč s leɛqelnnek,,Latin
Eat slowly,Ečč s leɛqelnnem,,Latin
Eat slowly,Ččet s leɛqelnwen,,Latin
Eat slowly,Ččemt s leɛqelnwent,,Latin
Enjoy life,Zhu s tmeddurt,,Latin
Enjoy life,Zhut s tmeddurt,,Latin
Enjoy life,Zhum s tmeddurt,,Latin
Enjoy life,Zhumt s tmeddurt,,Latin
Fill it up,Ccaṛit,,Latin
Fill it up,Ccaṛitt,,Latin
Fill it up,Ccaṛett,,Latin
Fill it up,Ccaṛettt,,Latin
Fill it up,Ccaṛemtt,,Latin
Fill it up,Ccaṛemttt,,Latin
Find a job,Nadid ɣef umahil,,Latin
Find a job,Nadid ɣef uxeddim,,Latin
Fire burns,Times tesserɣay,,Latin
Fix it now,Ṣeggemit tura,,Latin
Follow Tom,Ḍfer Tom,,Latin
Follow him,Ḍferit,,Latin
Forget Tom,Ttu Tom,,Latin
Forget Tom,Ttut Tom,,Latin
Forget Tom,Ttum Tom,,Latin
Forget Tom,Ttumt Tom,,Latin
Forget him,Ttut,,Latin
Forgive me,Ssurefiyi,,Latin
Forgive me,Ssurfemiyi,,Latin
Forgive me,Ssurfemtiyi,,Latin
Forgive me,Ssurfetiyi,,Latin
Forgive us,Semmeḥaneɣ,,Latin
Forgive us,,ⵙⵙⵓⵔⴼ ⴰⵖ,tifinagh
Get moving,Ddu d yimanik,,Latin
Give it up,Wet nneḥ,,Latin
Go outside,Ffeɣ,,Latin
Go outside,Ffɣet,,Latin
Go outside,Ffɣemt,,Latin
Go outside,Arry,,Latin
Go outside,Ffɣem,,Latin
Go outside,Ffeɣ ɣer beṛṛa,,Latin
Go outside,Ffɣet ɣer beṛṛa,,Latin
Go outside,Ffɣem ɣer beṛṛa,,Latin
Go outside,Ffɣemt ɣer beṛṛa,,Latin
Go outside,Ddu ɣer beṛṛa,,Latin
Go outside,Ddut ɣer beṛṛa,,Latin
Go outside,Ddum ɣer beṛṛa,,Latin
Go outside,Ddumt ɣer beṛṛa,,Latin
Go to work,Ddu ɣer umahil,,Latin
Go to work,Ddut ɣer umahil,,Latin
Go to work,Ddum ɣer umahil,,Latin
Go to work,Ddumt ɣer umahil,,Latin
God exists,Yella Ṛebbi,,Latin
Good night,Iḍ ambaṛec,,Latin
Good night,Iḍ ameggaz,,Latin
Have faith,Sɛut taflest,,Latin
Have faith,Let taflest,,Latin
Have faith,Sɛumt taflest,,Latin
Have faith,Lemt taflest,,Latin
He ate out,Yečča deg beṛṛa,,Latin
He gave in,Yefcel,,Latin
He gave in,Yejbed imannnes,,Latin
He gave up,Yefcel,,Latin
He gave up,Iwet nneḥ,,Latin
He got a D,Yewwid D,,Latin
He hung up,Yegzem tiɣri,,Latin
